Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
77135;77540;COURPALAY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;106.0;1472.0;1.4;48.6431647905, 2.95363659912;"{""type"": ""Polygon"", ""coordinates"": [[[2.986295853239492, 48.62466517262948], [2.961560747565871, 48.62438990804617], [2.956047155691216, 48.630135801639206], [2.946545697100051, 48.632623521732285], [2.928314901817509, 48.626785201230255], [2.920690151724716, 48.635055739953266], [2.92645055879627, 48.640276487860476], [2.929582216628311, 48.653033077529386], [2.931501078929505, 48.659834246960784], [2.942151173902992, 48.66735048415394], [2.954798810981336, 48.66146441262795], [2.969912099679616, 48.65978716884149], [2.977497624402119, 48.63830919051463], [2.990351118937032, 48.63391240613221], [2.986295853239492, 48.62466517262948]]]}";991;135;27;3;77;11
94058;94170;LE PERREUX-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;46.0;396.0;32.2;48.8423952383, 2.50406848573;"{""type"": ""Polygon"", ""coordinates"": [[[2.504679851760673, 48.82972494684112], [2.497599519350123, 48.8308106206705], [2.491523260867017, 48.8476388283287], [2.499717550238719, 48.85567752564453], [2.503941324504135, 48.85723297930665], [2.513670428919681, 48.8501681266457], [2.511701114233563, 48.84363984772178], [2.516994873459801, 48.8340652516781], [2.514734807466692, 48.83098929530885], [2.504679851760673, 48.82972494684112]]]}";11335;058;21;2;94;11
78196;78810;DAVRON;YVELINES;ILE-DE-FRANCE;Commune simple;115.0;604.0;0.3;48.8636419011, 1.94749093682;"{""type"": ""Polygon"", ""coordinates"": [[[1.96136807598752, 48.8518917812699], [1.921711343385817, 48.858322474920215], [1.929076442584224, 48.86738260163794], [1.945789892510951, 48.87549057830201], [1.949905977838182, 48.88166054642167], [1.957723636585923, 48.869883980459676], [1.969701925609911, 48.86396178326823], [1.969073371069143, 48.8605926406747], [1.96136807598752, 48.8518917812699]]]}";10635;196;17;3;78;11
91132;91730;CHAMARANDE;ESSONNE;ILE-DE-FRANCE;Commune simple;111.0;582.0;1.1;48.5167739657, 2.21800082924;"{""type"": ""Polygon"", ""coordinates"": [[[2.216642540512476, 48.49930454605556], [2.202780748343523, 48.50733604700945], [2.203466690733517, 48.51655284725087], [2.208230369748835, 48.533785391795064], [2.220357113558389, 48.531733452004126], [2.219407835328401, 48.52543891249501], [2.233558857842424, 48.524640375344156], [2.235403341803649, 48.521674520412105], [2.240773205811719, 48.51276670879558], [2.226120954692928, 48.511052871272035], [2.222717733949484, 48.5049761536567], [2.216642540512476, 48.49930454605556]]]}";7522;132;09;1;91;11
77259;77230;LONGPERRIER;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;118.0;465.0;2.4;49.0509695359, 2.65542471026;"{""type"": ""Polygon"", ""coordinates"": [[[2.658493032185593, 49.03659058734194], [2.64323345934904, 49.04409930881132], [2.644442463624521, 49.06329107144277], [2.646017484952161, 49.065085041296385], [2.660160512720128, 49.06181697804737], [2.668886535893483, 49.05381184103218], [2.668511876856352, 49.043928953385915], [2.658493032185593, 49.03659058734194]]]}";22263;259;09;1;77;11
77328;77760;NANTEAU-SUR-ESSONNE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;106.0;1289.0;0.4;48.3201309037, 2.42677043892;"{""type"": ""Polygon"", ""coordinates"": [[[2.420761838263573, 48.299251486039815], [2.402664267131608, 48.32071945942119], [2.395388995442905, 48.32575705664716], [2.392371524461751, 48.3358726164289], [2.401296776333075, 48.3330209400213], [2.419993956030376, 48.33715377412966], [2.433827158573359, 48.33453952581446], [2.451803105134924, 48.327876135059], [2.456022110596931, 48.321741420077885], [2.45866568829277, 48.31392582314185], [2.434832057546711, 48.30252262806567], [2.420761838263573, 48.299251486039815]]]}";26700;328;03;4;77;11
94071;94370;SUCY-EN-BRIE;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;78.0;1041.0;25.9;48.7656456593, 2.5330560803;"{""type"": ""Polygon"", ""coordinates"": [[[2.570168648401091, 48.75115596173791], [2.556647169370998, 48.75454229930818], [2.527075427976946, 48.75604780152826], [2.499748965754346, 48.762969894355884], [2.495153520703636, 48.768293064596854], [2.51250920628796, 48.78492314424206], [2.516863820237243, 48.7864698010811], [2.517879872886363, 48.78551155309086], [2.514895552161019, 48.78297217285815], [2.521282074828861, 48.77814118070785], [2.5355537980668, 48.77702829353258], [2.542759058384985, 48.765417797787535], [2.562726320623926, 48.76442226949497], [2.571670046323765, 48.76709893245624], [2.576330017289713, 48.76793401012813], [2.578204204586492, 48.76499059252918], [2.573005372995169, 48.76020525320052], [2.57711434436102, 48.755093221439026], [2.570168648401091, 48.75115596173791]]]}";12511;071;46;1;94;11
77223;77520;GURCY-LE-CHATEL;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;133.0;1276.0;0.6;48.4844716006, 3.0809062943;"{""type"": ""Polygon"", ""coordinates"": [[[3.097484126646235, 48.46151762645408], [3.088202395692242, 48.459923561520604], [3.079347259504054, 48.46279059938438], [3.06229085290079, 48.47477463432657], [3.066614172275243, 48.48055676559581], [3.062570624530323, 48.482475123269076], [3.058526981856036, 48.48457326086749], [3.062021234581927, 48.48705438909927], [3.060174891949308, 48.493739357117825], [3.056021879570525, 48.49572049843724], [3.06638537134171, 48.50292989099201], [3.05747718367062, 48.514512201856036], [3.073577996628849, 48.50612819103841], [3.088752759010409, 48.50546112677117], [3.092403981967843, 48.495535844823465], [3.106695091234331, 48.48126519931565], [3.097248583425482, 48.473104865224464], [3.102045932304965, 48.46328604226751], [3.097484126646235, 48.46151762645408]]]}";23301;223;10;3;77;11
91359;91720;MAISSE;ESSONNE;ILE-DE-FRANCE;Commune simple;104.0;2148.0;2.7;48.3958941333, 2.37009405843;"{""type"": ""Polygon"", ""coordinates"": [[[2.386682851835512, 48.381692821258284], [2.362088960563709, 48.3771634625767], [2.331481720968564, 48.376472947203204], [2.327215707162357, 48.37846415643809], [2.330483808248435, 48.39227511426786], [2.32532090050404, 48.401944568368116], [2.331327972395842, 48.40769162569321], [2.345885284608207, 48.40846556856814], [2.352500706657902, 48.412244557448524], [2.37760041131997, 48.40961690398922], [2.387445387673878, 48.41131457674956], [2.416290576127806, 48.41557156644885], [2.424311219655934, 48.4125248786186], [2.408423280274409, 48.3965043106542], [2.408140164853832, 48.38684920233939], [2.386682851835512, 48.381692821258284]]]}";9494;359;18;2;91;11
93050;93330;NEUILLY-SUR-MARNE;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Chef-lieu canton;43.0;697.0;33.2;48.8624578581, 2.54000288785;"{""type"": ""Polygon"", ""coordinates"": [[[2.520833540929599, 48.85218457346881], [2.517337884375975, 48.85440088766875], [2.51795890423316, 48.86682319920496], [2.523458873987327, 48.87208829937205], [2.520436672577834, 48.874576349921966], [2.529846582734232, 48.8742899216786], [2.542988522342259, 48.87129211197829], [2.552451582196829, 48.87266785909674], [2.558398215027911, 48.86754581176491], [2.567627225246847, 48.86587978045539], [2.56459288110289, 48.86359348041756], [2.566918063489676, 48.85772029141538], [2.559971947599503, 48.853917742055664], [2.520833540929599, 48.85218457346881]]]}";30708;050;37;2;93;11
77243;77400;LAGNY-SUR-MARNE;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;71.0;579.0;20.2;48.8730701858, 2.70978081313;"{""type"": ""Polygon"", ""coordinates"": [[[2.727542158243183, 48.85975862454365], [2.709454819890855, 48.864761276749235], [2.696453631985896, 48.866608587950175], [2.694166759216122, 48.8730238890733], [2.680162376432985, 48.87129657626423], [2.673953998830155, 48.87652283001623], [2.703843665050603, 48.88069236307745], [2.727733026974796, 48.883222165132516], [2.73488085797555, 48.882707616585115], [2.729823867621858, 48.882345582776395], [2.729660828405411, 48.869098369135386], [2.727542158243183, 48.85975862454365]]]}";17000;243;14;5;77;11
95149;95270;CHAUMONTEL;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;64.0;422.0;3.3;49.1289962967, 2.43643330005;"{""type"": ""Polygon"", ""coordinates"": [[[2.461295734029403, 49.136608506855794], [2.433198270741262, 49.117175454357664], [2.415546971513588, 49.12401422736985], [2.414659768329434, 49.12736362184595], [2.420116854901277, 49.13309941297074], [2.435398993223297, 49.13394532077736], [2.45639448359367, 49.140110949259686], [2.461071732454063, 49.139700416514565], [2.461295734029403, 49.136608506855794]]]}";25190;149;15;2;95;11
91086;91070;BONDOUFLE;ESSONNE;ILE-DE-FRANCE;Commune simple;80.0;682.0;9.3;48.6140476567, 2.38002541357;"{""type"": ""Polygon"", ""coordinates"": [[[2.39857007664951, 48.60712680329968], [2.394039789428791, 48.608282231292925], [2.389124307415178, 48.60290483834727], [2.374794543044362, 48.60235369098442], [2.371609215101455, 48.59992613493438], [2.362191410663048, 48.60148624260542], [2.359384389610768, 48.61807671193454], [2.372269441464585, 48.620655023852954], [2.375578101613812, 48.62650137138035], [2.383529495995757, 48.62997897821703], [2.399270549079666, 48.624104543166744], [2.395050861490257, 48.618218249586036], [2.40109404601173, 48.61296853067563], [2.400059408721552, 48.6097339849166], [2.39857007664951, 48.60712680329968]]]}";16067;086;10;2;91;11
77289;77171;MELZ-SUR-SEINE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;88.0;1848.0;0.4;48.5040892203, 3.39694181186;"{""type"": ""Polygon"", ""coordinates"": [[[3.384093581302575, 48.478029192497985], [3.382610481879666, 48.478753673728825], [3.35854341802973, 48.51109758181075], [3.395380102657859, 48.52858568971581], [3.405398135568523, 48.52802119522403], [3.424828404766501, 48.512372443225594], [3.434908633778626, 48.49685383110299], [3.434637384957057, 48.49025168753388], [3.420498458956307, 48.490752383575554], [3.403747291057458, 48.48598857955684], [3.384093581302575, 48.478029192497985]]]}";9802;289;29;3;77;11
77140;77154;COUTENCON;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;123.0;621.0;0.3;48.4729414867, 2.9972836252;"{""type"": ""Polygon"", ""coordinates"": [[[2.995969759846442, 48.4537038848259], [2.993114892872977, 48.4631677650179], [2.974071587268654, 48.485835297115244], [2.993125030120336, 48.489058497927985], [3.019467759872668, 48.47069614576417], [3.010808996583683, 48.46869111263158], [3.013769355556637, 48.45989255409643], [2.995969759846442, 48.4537038848259]]]}";33941;140;10;3;77;11
95574;95390;SAINT-PRIX;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;125.0;795.0;7.4;49.0208224816, 2.27015066493;"{""type"": ""Polygon"", ""coordinates"": [[[2.263474556845591, 48.99817415412632], [2.252337979348143, 49.00185512555643], [2.255946887626792, 49.01516824021881], [2.261676818591763, 49.02081478737407], [2.256018145411797, 49.02641797397647], [2.258271637799039, 49.040010033328834], [2.274775626789959, 49.036442058543024], [2.294403726586045, 49.03024653470973], [2.295572072784817, 49.0267824311613], [2.284832256243977, 49.020244569282596], [2.273375859274806, 49.00648951939514], [2.263474556845591, 48.99817415412632]]]}";33964;574;20;3;95;11
78367;78750;MAREIL-MARLY;YVELINES;ILE-DE-FRANCE;Commune simple;101.0;177.0;3.5;48.8807836526, 2.07668355901;"{""type"": ""Polygon"", ""coordinates"": [[[2.077372253683236, 48.873618151971634], [2.063022550967536, 48.87852516240721], [2.075082276134266, 48.88740570375198], [2.087831430643755, 48.88441871528351], [2.091815252590572, 48.88587897875299], [2.084222440033953, 48.878716196263184], [2.077372253683236, 48.873618151971634]]]}";19385;367;35;3;78;11
77201;77370;GASTINS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;119.0;1493.0;0.7;48.6267877328, 3.02021144057;"{""type"": ""Polygon"", ""coordinates"": [[[2.993760521948391, 48.60776405398541], [2.986527961625491, 48.61905229914961], [2.990949877690257, 48.624422751847966], [2.986295853239492, 48.62466517262948], [2.990351118937032, 48.63391240613221], [3.00318946991411, 48.63912980928284], [3.012339024296599, 48.64711666051518], [3.017320575038756, 48.64647740651071], [3.027555142240502, 48.64587282436717], [3.043592203517203, 48.63703505764514], [3.053728686636449, 48.635519769931996], [3.057983100296518, 48.62923030106409], [3.036121255324105, 48.607911655902754], [3.011897161712802, 48.614195128638926], [2.993760521948391, 48.60776405398541]]]}";17263;201;23;3;77;11
78397;78320;LE MESNIL-SAINT-DENIS;YVELINES;ILE-DE-FRANCE;Commune simple;166.0;907.0;6.6;48.7402250614, 1.96613835861;"{""type"": ""Polygon"", ""coordinates"": [[[1.971530094169113, 48.72094723768252], [1.963558245694853, 48.72533081060298], [1.961916095679212, 48.734761275946546], [1.947876824180309, 48.7337028774684], [1.932415293299904, 48.74171503714845], [1.937122797864173, 48.74830533596783], [1.956509072101853, 48.74880015277153], [1.958146374213903, 48.755362681819946], [1.967799891283597, 48.75699361664399], [1.973475056444614, 48.753417640677775], [1.991707355222887, 48.747564467954724], [1.98776356298143, 48.74542630935807], [1.988680127312041, 48.72900040662569], [1.971530094169113, 48.72094723768252]]]}";33252;397;05;2;78;11
91414;91930;MONNERVILLE;ESSONNE;ILE-DE-FRANCE;Commune simple;141.0;828.0;0.4;48.3475778316, 2.03756140392;"{""type"": ""Polygon"", ""coordinates"": [[[2.043787116219623, 48.33305813030643], [2.041644386769243, 48.33586609065099], [2.014172236478246, 48.33782703359287], [2.012475461484551, 48.351300430670236], [2.026253413706293, 48.35446467754277], [2.027992314909953, 48.361182152638264], [2.044188706169026, 48.36073807429244], [2.057936762665728, 48.35676330521504], [2.061831565321016, 48.34351378085326], [2.043787116219623, 48.33305813030643]]]}";34202;414;17;1;91;11
91103;91220;BRETIGNY-SUR-ORGE;ESSONNE;ILE-DE-FRANCE;Chef-lieu canton;75.0;1460.0;22.7;48.6025113399, 2.3021623232;"{""type"": ""Polygon"", ""coordinates"": [[[2.313281782316677, 48.57575656826309], [2.290435266292618, 48.58106493191001], [2.28814589751374, 48.594895561071446], [2.268120878364411, 48.60618051523794], [2.282544095671399, 48.61773753303216], [2.291824538782293, 48.619709104714985], [2.292714326038999, 48.62615508777353], [2.328934734600984, 48.619510202871396], [2.3187902510767, 48.61189646322535], [2.328923407628245, 48.596049976754294], [2.326590094046657, 48.5929423269166], [2.316867985207582, 48.58559148900522], [2.313281782316677, 48.57575656826309]]]}";34612;103;04;3;91;11
77123;77290;COMPANS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;77.0;532.0;0.7;48.9892298685, 2.6561103822;"{""type"": ""Polygon"", ""coordinates"": [[[2.660825327166078, 48.97475885201799], [2.649496941633353, 48.98147050361657], [2.635065232081531, 48.99968162514391], [2.624106168582786, 49.0070303067271], [2.647890755089545, 48.99874879250079], [2.663845272531437, 48.99993654105104], [2.674208663273638, 48.98402201734724], [2.6738271242707, 48.97733074002251], [2.672180115173003, 48.976391051931046], [2.660825327166078, 48.97475885201799]]]}";28150;123;37;1;77;11
77394;77950;RUBELLES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;74.0;391.0;1.9;48.5646424027, 2.68024008996;"{""type"": ""Polygon"", ""coordinates"": [[[2.679756665528549, 48.5514090442155], [2.666998927233823, 48.55259741382487], [2.667000891271272, 48.55868743899809], [2.673709944155894, 48.56722480891097], [2.67468871835467, 48.57985712060681], [2.682529260867708, 48.579095694170356], [2.695995572663515, 48.56898398922309], [2.689667380075657, 48.564137063728765], [2.687378729640375, 48.554748701766485], [2.679756665528549, 48.5514090442155]]]}";26352;394;18;2;77;11
78615;78850;THIVERVAL-GRIGNON;YVELINES;ILE-DE-FRANCE;Commune simple;102.0;1131.0;1.0;48.8442697487, 1.93387158899;"{""type"": ""Polygon"", ""coordinates"": [[[1.968792679416234, 48.8348312693474], [1.943258259677594, 48.836964867387024], [1.930890041301139, 48.82617879826034], [1.921737091072605, 48.82612360123021], [1.918172631345988, 48.83575124351533], [1.893278662046768, 48.8473778647787], [1.903044100347343, 48.846352529476356], [1.912716944718804, 48.86084935759396], [1.921711343385817, 48.858322474920215], [1.96136807598752, 48.8518917812699], [1.97064693386105, 48.840972240395665], [1.968792679416234, 48.8348312693474]]]}";29917;615;38;4;78;11
77106;77169;CHAUFFRY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;116.0;510.0;1.0;48.8218818253, 3.18099765766;"{""type"": ""Polygon"", ""coordinates"": [[[3.201635847856696, 48.82406038432099], [3.19314620825044, 48.80823673631482], [3.188294823141907, 48.80712926615587], [3.165252722845882, 48.81879203687982], [3.163617631380885, 48.818533472953206], [3.168026065282697, 48.829940098239135], [3.164651436462946, 48.83539480510889], [3.17293293849036, 48.83905242059206], [3.186918805915534, 48.82590097808152], [3.201635847856696, 48.82406038432099]]]}";29579;106;26;3;77;11
95183;95800;COURDIMANCHE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;121.0;564.0;6.5;49.040676793, 1.9994435918;"{""type"": ""Polygon"", ""coordinates"": [[[1.991527537225337, 49.0237503864144], [1.991573089011033, 49.03055810631158], [1.983644839407229, 49.03456485809526], [1.994339486169743, 49.06071469226719], [2.010600886784759, 49.05612878201693], [2.001838752464734, 49.05285505539339], [2.015834726631276, 49.03987771410514], [2.009695424134133, 49.026860150065865], [1.991527537225337, 49.0237503864144]]]}";30716;183;39;3;95;11
75106;75006;PARIS-6E-ARRONDISSEMENT;PARIS;ILE-DE-FRANCE;Chef-lieu canton;40.0;215.0;43.1;48.8489680919, 2.33267089859;"{""type"": ""Polygon"", ""coordinates"": [[[2.336591298996422, 48.83969412678994], [2.324660773025275, 48.84352162052588], [2.316633528047582, 48.84675871366723], [2.329309953608925, 48.852838166117515], [2.332852282604382, 48.85930633356469], [2.344559180836944, 48.85399290271931], [2.336591298996422, 48.83969412678994]]]}";9608;106;20;1;75;11
77183;77260;LA FERTE-SOUS-JOUARRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;115.0;1001.0;9.1;48.9540164057, 3.12762174384;"{""type"": ""Polygon"", ""coordinates"": [[[3.117060090298565, 48.93627114130243], [3.118894718385796, 48.944677350884334], [3.102782711485137, 48.95021362413774], [3.110125920694517, 48.962014122043094], [3.104646479977325, 48.96721659294817], [3.11246689380997, 48.970968291063286], [3.122574310053923, 48.976704435816146], [3.127600471009253, 48.976357489867766], [3.140557958947998, 48.95894289375246], [3.137087122573591, 48.95289502401532], [3.150689619384419, 48.949218773362524], [3.1525103533529, 48.946221976509385], [3.167052890502323, 48.94708385745257], [3.158305079999765, 48.93926324738632], [3.15115135252684, 48.94366982803666], [3.135774188770454, 48.936386291333115], [3.117060090298565, 48.93627114130243]]]}";8482;183;12;1;77;11
78217;78680;EPONE;YVELINES;ILE-DE-FRANCE;Commune simple;81.0;1337.0;6.3;48.9471759683, 1.81269584925;"{""type"": ""Polygon"", ""coordinates"": [[[1.805030743184308, 48.91247332694661], [1.800092331041829, 48.91301755180869], [1.78481043591284, 48.925256907877085], [1.783341566714194, 48.92561973787776], [1.790209637672218, 48.930779700187436], [1.794676415894075, 48.947723643532704], [1.809200217598495, 48.95745580556295], [1.806854051286146, 48.97102142916722], [1.817612631736566, 48.97548071323004], [1.836578224044746, 48.97777058226872], [1.839907315509264, 48.96144411174512], [1.834715377805065, 48.95239141329193], [1.830224630775783, 48.95048604269816], [1.828202501401089, 48.95356902193243], [1.821258803684942, 48.94482227474468], [1.814567765432089, 48.92868479106846], [1.817965063734213, 48.92273757403852], [1.809145099476072, 48.921103319929884], [1.805030743184308, 48.91247332694661]]]}";1934;217;07;1;78;11
77519;77560;VILLIERS-SAINT-GEORGES;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;159.0;3323.0;1.2;48.6516910276, 3.40775745476;"{""type"": ""Polygon"", ""coordinates"": [[[3.380882717336485, 48.62479457475067], [3.361821170494673, 48.62514184671778], [3.358963041455446, 48.62783103145513], [3.357821773707991, 48.64747056428259], [3.384776015987395, 48.66158951681678], [3.373663398245194, 48.67220274973737], [3.379949112106843, 48.6774987738451], [3.415312426492116, 48.68198613990961], [3.442684492687279, 48.67250613371157], [3.446181312602114, 48.66689832246468], [3.442561208610123, 48.66435728094063], [3.458809170112622, 48.651280208738626], [3.451090614365093, 48.63465089605866], [3.447017717442494, 48.62811781181145], [3.427516824180119, 48.63126572343313], [3.397512389424642, 48.631216708574684], [3.387636143005891, 48.62978305820963], [3.380882717336485, 48.62479457475067]]]}";7718;519;29;3;77;11
78557;78125;SAINT-HILARION;YVELINES;ILE-DE-FRANCE;Commune simple;153.0;1427.0;0.9;48.6224983516, 1.72861527853;"{""type"": ""Polygon"", ""coordinates"": [[[1.752669945881442, 48.6086072183476], [1.738343397328802, 48.60413804535553], [1.71812507993037, 48.60717873723221], [1.715143387383042, 48.61314713521367], [1.691464016963653, 48.61440964595551], [1.689120799597955, 48.611541030232694], [1.683237939956231, 48.6151106415365], [1.690809696162537, 48.61724528867275], [1.69799217126196, 48.627417829960315], [1.709581551304758, 48.63293266136378], [1.713439931923689, 48.631121189699826], [1.729496765437648, 48.64616404099065], [1.739946739404807, 48.63841248479759], [1.757850133402431, 48.63156559252578], [1.75968043338246, 48.621338098471675], [1.752669945881442, 48.6086072183476]]]}";29626;557;18;2;78;11
78380;78580;MAULE;YVELINES;ILE-DE-FRANCE;Commune simple;106.0;1734.0;5.8;48.9078548612, 1.83959534526;"{""type"": ""Polygon"", ""coordinates"": [[[1.835524196120336, 48.885171534449604], [1.8056581682382, 48.89880895174771], [1.805030743184308, 48.91247332694661], [1.809145099476072, 48.921103319929884], [1.817965063734213, 48.92273757403852], [1.828971571034149, 48.926694930736986], [1.830585688318656, 48.92349996714114], [1.840528356960472, 48.921959753199154], [1.853884047638998, 48.925910537519016], [1.871899970779624, 48.92339242927713], [1.878231875877711, 48.91899105862328], [1.877834658670823, 48.912098214453565], [1.869307674341621, 48.903887716980336], [1.85794031776859, 48.897807987736385], [1.858513739284931, 48.890942160516026], [1.835524196120336, 48.885171534449604]]]}";16682;380;01;1;78;11
78498;78300;POISSY;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;71.0;1292.0;37.8;48.9235359371, 2.02715552772;"{""type"": ""Polygon"", ""coordinates"": [[[1.998373858656251, 48.891402317944284], [1.981874030157271, 48.90029277340157], [1.979890820893632, 48.90334271172455], [2.008618146602788, 48.92069850338689], [2.016906453423189, 48.924058369966694], [2.008405582969258, 48.934717353626134], [2.022226503649573, 48.9300015197011], [2.036390265131146, 48.934639857207415], [2.047268460412285, 48.94662479534304], [2.049002092999002, 48.957097509348024], [2.070157210620774, 48.946309901645286], [2.063219382472192, 48.94111181783663], [2.054601988567889, 48.925503867705295], [2.044986902874214, 48.92290949272036], [2.03988510194635, 48.91687015189673], [2.027028641340774, 48.91261147098427], [2.022166133594169, 48.91360612378119], [2.014347784259485, 48.904953278445134], [2.001322657780333, 48.89979100547113], [1.995659510862977, 48.89423955993374], [1.998373858656251, 48.891402317944284]]]}";6605;498;97;3;78;11
95459;95420;NUCOURT;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;118.0;780.0;0.7;49.1595393224, 1.85643409298;"{""type"": ""Polygon"", ""coordinates"": [[[1.857520794368243, 49.143144943781756], [1.840665403359292, 49.14302871470745], [1.834069124750297, 49.16512042698516], [1.849073599596099, 49.17048885180864], [1.873499949714081, 49.17410061153803], [1.87676504652676, 49.175308982929735], [1.882568411920377, 49.16249621911461], [1.882430109489557, 49.1612810823877], [1.872974364247954, 49.15981723353208], [1.857520794368243, 49.143144943781756]]]}";15675;459;17;3;95;11
77145;77390;CRISENOY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;91.0;1289.0;0.6;48.6032562685, 2.74469618837;"{""type"": ""Polygon"", ""coordinates"": [[[2.722595901590187, 48.57788250873263], [2.725423397400891, 48.58674951365206], [2.716340778826443, 48.59394246253825], [2.718302726565776, 48.609877685867964], [2.737424136172532, 48.61354643454091], [2.742641880995925, 48.622849770499336], [2.747662055590961, 48.62285151699598], [2.747732235515239, 48.61955047032684], [2.757679481100424, 48.619013428945756], [2.77056350756696, 48.62317668126912], [2.780430733954501, 48.61594524251161], [2.775080099518942, 48.607758672527886], [2.766489133668767, 48.605808170162554], [2.769335161570365, 48.60325908138934], [2.735094923149907, 48.58056463137278], [2.722595901590187, 48.57788250873263]]]}";10788;145;22;2;77;11
77027;77890;BEAUMONT-DU-GATINAIS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;90.0;1659.0;1.2;48.1407704243, 2.4920346913;"{""type"": ""Polygon"", ""coordinates"": [[[2.458940979110657, 48.12560797005062], [2.455859023189462, 48.12338913595225], [2.442692473139175, 48.12548731631438], [2.444255901746707, 48.1314697490896], [2.461097459691777, 48.138206805449], [2.47209877029132, 48.148550792436176], [2.471850091055763, 48.15459661484325], [2.48323765935006, 48.164518230078265], [2.506327027888591, 48.156437575201984], [2.53750537078885, 48.140519759352394], [2.52172363882654, 48.12841686390613], [2.522209579970822, 48.12521535698665], [2.477548635414252, 48.129102319721106], [2.458940979110657, 48.12560797005062]]]}";34063;027;04;4;77;11
77039;77350;BOISSISE-LA-BERTRAND;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;67.0;779.0;1.0;48.5339084489, 2.58950755763;"{""type"": ""Polygon"", ""coordinates"": [[[2.600735098184952, 48.515834549359916], [2.587834376166477, 48.52057633507221], [2.5793416121366, 48.52928156892615], [2.5608955112323, 48.53565587803923], [2.567435089405929, 48.544225827291704], [2.582072569927205, 48.54689592350922], [2.596554393401111, 48.54533570287561], [2.611346765747545, 48.536488186658836], [2.61503053582931, 48.53473700006264], [2.60882948198527, 48.53074061956296], [2.611623879616338, 48.524677597291486], [2.602093054124467, 48.52246008176862], [2.600735098184952, 48.515834549359916]]]}";36035;039;42;2;77;11
77222;77390;GUIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;92.0;573.0;3.2;48.6358224167, 2.80042109731;"{""type"": ""Polygon"", ""coordinates"": [[[2.818308838668545, 48.62734282762909], [2.799852298863818, 48.62088178902417], [2.789711139108318, 48.62242945657268], [2.783457892500039, 48.6318900144878], [2.790463816854356, 48.64115835125305], [2.790259647958863, 48.64807506529282], [2.80442804627002, 48.65263256301069], [2.814437117270244, 48.65157818301662], [2.816552028255071, 48.64852320986294], [2.805146896342676, 48.641875876484164], [2.803325273877827, 48.639021493581815], [2.818473789033936, 48.630644245044884], [2.818308838668545, 48.62734282762909]]]}";31359;222;22;2;77;11
91560;91940;SAINT-JEAN-DE-BEAUREGARD;ESSONNE;ILE-DE-FRANCE;Commune simple;146.0;401.0;0.3;48.6657065613, 2.17124577371;"{""type"": ""Polygon"", ""coordinates"": [[[2.177108090322008, 48.65599679137556], [2.155439056839545, 48.65933537369006], [2.155421256844289, 48.666324548661464], [2.164094990996519, 48.67506602572145], [2.168969351985356, 48.67602659881044], [2.191269659016876, 48.66826423744233], [2.177108090322008, 48.65599679137556]]]}";16111;560;20;3;91;11
77143;77124;CREGY-LES-MEAUX;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;94.0;368.0;4.2;48.9776563538, 2.87369096046;"{""type"": ""Polygon"", ""coordinates"": [[[2.868406048114334, 48.96201946254452], [2.85736172350555, 48.97059449810367], [2.860392210210019, 48.976335123865475], [2.868798217194024, 48.97978863165002], [2.866828316713816, 48.98617090560107], [2.876114122006893, 48.988240052870765], [2.877623428132317, 48.99135287384507], [2.888868461682883, 48.98524916962925], [2.891067290689589, 48.97913650525999], [2.877349287182313, 48.97434839175138], [2.868406048114334, 48.96201946254452]]]}";31468;143;17;1;77;11
