Code INSEE;Code Postal;Commune;Département;Région;Statut;Altitude Moyenne;Superficie;Population;geo_point_2d;geo_shape;ID Geofla;Code Commune;Code Canton;Code Arrondissement;Code Département;Code Région
78104;78930;BREUIL-BOIS-ROBERT;YVELINES;ILE-DE-FRANCE;Commune simple;125.0;381.0;0.7;48.9436009662, 1.71471708447;"{""type"": ""Polygon"", ""coordinates"": [[[1.709403633348746, 48.92794902827263], [1.70282080179191, 48.936314133469985], [1.702883115020422, 48.942574452149294], [1.698418442664406, 48.94366825534049], [1.710209937694441, 48.94938078542596], [1.719225650236262, 48.96143890642571], [1.723572116636314, 48.96297817712382], [1.726120846296922, 48.95037833043451], [1.720244639362361, 48.941681835631215], [1.724227143096421, 48.932388807866694], [1.709403633348746, 48.92794902827263]]]}";21606;104;07;1;78;11
94074;94460;VALENTON;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;48.0;531.0;12.2;48.752872402, 2.46129479573;"{""type"": ""Polygon"", ""coordinates"": [[[2.472978586691335, 48.72757015586587], [2.471230822690982, 48.73771709503522], [2.462081323818802, 48.74015865873284], [2.450870605872155, 48.75877074598695], [2.442551918007305, 48.761961124587756], [2.435570211859142, 48.76723489590301], [2.442927277322039, 48.77140673297802], [2.466568851063951, 48.76546160118295], [2.468329082369069, 48.762285519633664], [2.468064418955474, 48.75221083303292], [2.472595858349036, 48.75066593410956], [2.47460080017612, 48.74065513466541], [2.484547064037293, 48.72907777269324], [2.475371106486753, 48.72759868522589], [2.472978586691335, 48.72757015586587]]]}";35681;074;47;1;94;11
95060;95550;BESSANCOURT;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;86.0;637.0;7.2;49.0373082647, 2.19851000707;"{""type"": ""Polygon"", ""coordinates"": [[[2.183164434509944, 49.02543189392754], [2.168297572502585, 49.03161543184246], [2.17388648384732, 49.03876684832007], [2.185585718864234, 49.04454776824581], [2.189988749719392, 49.04289601567282], [2.214134435950734, 49.04720177130735], [2.223861615156305, 49.04530474706037], [2.228598876969842, 49.04409435876443], [2.228292723672245, 49.04076532103627], [2.220098428267248, 49.032655431200226], [2.195287263122378, 49.031106929991374], [2.183164434509944, 49.02543189392754]]]}";31763;060;25;3;95;11
78403;78250;MEZY-SUR-SEINE;YVELINES;ILE-DE-FRANCE;Commune simple;97.0;480.0;1.9;49.0032908553, 1.86919580679;"{""type"": ""Polygon"", ""coordinates"": [[[1.86481250871503, 48.989893997171684], [1.851364450671171, 49.01035990198332], [1.851427706550569, 49.01677241218062], [1.859255154521105, 49.01396934596654], [1.861712765995312, 49.01411857598081], [1.881078102140409, 49.01064956885362], [1.888038124493547, 48.998438980400934], [1.881045108482124, 48.99377857648098], [1.875786925105898, 48.99236249125559], [1.86481250871503, 48.989893997171684]]]}";33626;403;14;1;78;11
77364;77165;LE PLESSIS-AUX-BOIS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;113.0;341.0;0.2;49.0037760261, 2.76764045922;"{""type"": ""Polygon"", ""coordinates"": [[[2.781095161589499, 48.995585762837564], [2.7622155946225, 48.9942819508933], [2.754544901214302, 48.99815109010765], [2.754868916061471, 49.01057873018843], [2.762331480561927, 49.01375890611253], [2.771335637087071, 49.01477450000749], [2.774272101585193, 49.01224433045096], [2.773123379462666, 49.009220864964774], [2.785252562151028, 49.00474718180498], [2.779523243124776, 48.998900961372954], [2.781095161589499, 48.995585762837564]]]}";21581;364;37;1;77;11
91378;91730;MAUCHAMPS;ESSONNE;ILE-DE-FRANCE;Commune simple;150.0;313.0;0.3;48.5272680908, 2.19718165044;"{""type"": ""Polygon"", ""coordinates"": [[[2.203466690733517, 48.51655284725087], [2.194862275092367, 48.51516342092208], [2.187298703016565, 48.518287625065426], [2.189277035188291, 48.534854146313315], [2.195177412526977, 48.53963518797898], [2.192640118891314, 48.5425327211163], [2.208230369748835, 48.533785391795064], [2.203466690733517, 48.51655284725087]]]}";30975;378;09;1;91;11
78569;78730;SAINTE-MESME;YVELINES;ILE-DE-FRANCE;Commune simple;137.0;835.0;0.9;48.5356862351, 1.94057719252;"{""type"": ""Polygon"", ""coordinates"": [[[1.952893097370138, 48.52348891997124], [1.938673996607778, 48.52274204602638], [1.919852148515879, 48.53244172252762], [1.917352445511757, 48.53869854751065], [1.910069716712429, 48.546890768410854], [1.911878720564915, 48.54982217635958], [1.925272932180097, 48.54884641318725], [1.927670216562774, 48.55154897681787], [1.934125187233232, 48.54864719464459], [1.96206456899272, 48.53499489606881], [1.976093448304158, 48.53456776019082], [1.977253142389667, 48.52789338092098], [1.967669116825551, 48.52623615133512], [1.963885510093959, 48.52784959159545], [1.952893097370138, 48.52348891997124]]]}";4318;569;19;2;78;11
78466;78630;ORGEVAL;YVELINES;ILE-DE-FRANCE;Commune simple;134.0;1547.0;5.8;48.9164887331, 1.96928773573;"{""type"": ""Polygon"", ""coordinates"": [[[1.981874030157271, 48.90029277340157], [1.971601491648747, 48.89341480305586], [1.953756576401516, 48.89566153353578], [1.934094509663578, 48.90463470178501], [1.931973586547567, 48.9076016923165], [1.942011279123977, 48.913833384023725], [1.969741349461682, 48.94467953919587], [1.978490145172676, 48.945518838817655], [1.982363840711383, 48.92896815370751], [1.998111832191765, 48.9284083660705], [2.008618146602788, 48.92069850338689], [1.979890820893632, 48.90334271172455], [1.981874030157271, 48.90029277340157]]]}";24451;466;17;3;78;11
77125;77450;CONDE-SAINTE-LIBIAIRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;54.0;212.0;1.4;48.8985882759, 2.83639912671;"{""type"": ""Polygon"", ""coordinates"": [[[2.840347290345769, 48.88910885978855], [2.824450943375254, 48.89575937098465], [2.821374531869442, 48.89797606908017], [2.823919381205963, 48.90371728883481], [2.828525204533929, 48.90520778960656], [2.836505202019267, 48.90097432311237], [2.846989260812537, 48.90748100384569], [2.850320635136658, 48.90654996030416], [2.847522602720687, 48.89772444147672], [2.840347290345769, 48.88910885978855]]]}";33254;125;08;1;77;11
78089;78270;BONNIERES-SUR-SEINE;YVELINES;ILE-DE-FRANCE;Chef-lieu canton;85.0;794.0;4.2;49.0200145553, 1.57058771832;"{""type"": ""Polygon"", ""coordinates"": [[[1.547395665164855, 48.991039404137325], [1.546059980758321, 48.991886611961064], [1.545971290807128, 48.992614019465066], [1.559418632156, 49.00595174116804], [1.555297917905441, 49.01501255573153], [1.559905139051696, 49.0313008540241], [1.561891430293968, 49.035137787703555], [1.582984035450744, 49.04261002435593], [1.589093916297253, 49.037259110169785], [1.587658020520255, 49.02417512024221], [1.584356936522548, 49.016348051166574], [1.574855025454035, 49.00485897324606], [1.547395665164855, 48.991039404137325]]]}";34214;089;02;1;78;11
77037;77590;BOIS-LE-ROI;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;66.0;694.0;5.6;48.476036197, 2.70159529081;"{""type"": ""Polygon"", ""coordinates"": [[[2.747372173386775, 48.48329347282557], [2.731880283023199, 48.4828546883421], [2.71822298915449, 48.47848694822648], [2.711569605015962, 48.465489497240945], [2.698910977310097, 48.46024025076293], [2.671516292524915, 48.4804000762589], [2.673571653483779, 48.48715282401237], [2.674660171371546, 48.488388273210006], [2.68248414638014, 48.483632521443305], [2.697978002162986, 48.481351934169254], [2.74486390591163, 48.487075456106304], [2.748818116917198, 48.4865351241281], [2.747372173386775, 48.48329347282557]]]}";32190;037;13;4;77;11
95353;95560;MAFFLIERS;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;123.0;683.0;1.6;49.083629147, 2.312333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.334604895707003, 49.07530955716819], [2.310415954549569, 49.07254762522462], [2.293297007342776, 49.07840070598873], [2.283744905547564, 49.078263239411044], [2.291228275404014, 49.08655296066015], [2.303007809821331, 49.09219662229963], [2.303447606542782, 49.09818754019109], [2.312422907119311, 49.097699705881624], [2.331673404726792, 49.08612822365917], [2.338772473625187, 49.07692408421886], [2.338639623265995, 49.07660864477007], [2.334604895707003, 49.07530955716819]]]}";36060;353;26;2;95;11
94079;94350;VILLIERS-SUR-MARNE;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;89.0;432.0;27.3;48.8259586165, 2.54520483293;"{""type"": ""Polygon"", ""coordinates"": [[[2.557409057305268, 48.81870767633058], [2.537246203840921, 48.81790285699676], [2.528268585936217, 48.821213419665234], [2.525040142393285, 48.82725335459993], [2.532257759855078, 48.830483519549375], [2.53665448757524, 48.83851387979082], [2.56866574902135, 48.824414796346474], [2.568498586779144, 48.81828053964302], [2.561850915174459, 48.82170992371639], [2.557630542574145, 48.82149652553948], [2.557409057305268, 48.81870767633058]]]}";19587;079;38;2;94;11
78470;78125;ORPHIN;YVELINES;ILE-DE-FRANCE;Commune simple;159.0;1663.0;0.9;48.5760592256, 1.78299740529;"{""type"": ""Polygon"", ""coordinates"": [[[1.778177921215872, 48.55262614807024], [1.764915073188659, 48.56223247729239], [1.761452218410826, 48.57168782430063], [1.748166263902992, 48.575687171526134], [1.763197615465777, 48.5999726737811], [1.775091719095654, 48.598287401917474], [1.796817050098294, 48.590151429229316], [1.802166858581759, 48.58451971563894], [1.816657107588521, 48.58113812086576], [1.819375735709709, 48.57120613848301], [1.818393030851068, 48.56789469512101], [1.808418285176676, 48.56661666932178], [1.796854857842664, 48.55544355660939], [1.787245051977587, 48.55374456486673], [1.778177921215872, 48.55262614807024]]]}";18017;470;18;2;78;11
95011;95710;AMBLEVILLE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;101.0;801.0;0.4;49.1509533273, 1.69495333477;"{""type"": ""Polygon"", ""coordinates"": [[[1.692058955948781, 49.12866471301974], [1.679437609946353, 49.13893970777897], [1.674439567061034, 49.1393073837666], [1.671878175981037, 49.14192280935793], [1.678668539286597, 49.156195887600255], [1.694629977919667, 49.16475941809857], [1.704672386008567, 49.16564117093505], [1.709181687080118, 49.17121952241647], [1.718979319040093, 49.17318543073685], [1.722190083247494, 49.17200566591446], [1.718794684872995, 49.165684372607146], [1.708315691860101, 49.15756070794707], [1.702736416554408, 49.13673830391882], [1.692058955948781, 49.12866471301974]]]}";32850;011;16;3;95;11
78382;78780;MAURECOURT;YVELINES;ILE-DE-FRANCE;Commune simple;60.0;371.0;4.3;48.998753885, 2.05297771853;"{""type"": ""Polygon"", ""coordinates"": [[[2.071883805063116, 48.993392091232664], [2.051868131444729, 48.9916438867545], [2.039921366247412, 48.99626108023236], [2.024722630781637, 48.99561693435229], [2.023613730311908, 48.99790106340459], [2.026444956864062, 49.00070281318393], [2.04650165422963, 49.00185304021137], [2.064428878664958, 49.0082080270963], [2.071694219065903, 49.00170883566148], [2.071883805063116, 48.993392091232664]]]}";32458;382;39;3;78;11
95637;95490;VAUREAL;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;84.0;375.0;16.1;49.0295073382, 2.02446619061;"{""type"": ""Polygon"", ""coordinates"": [[[2.040594242711127, 49.0256902112004], [2.027047109967935, 49.020365544518505], [2.011100673925122, 49.020567974865834], [2.009695424134133, 49.026860150065865], [2.015834726631276, 49.03987771410514], [2.038296568189799, 49.036786458262945], [2.038230126645515, 49.03372851576785], [2.040594242711127, 49.0256902112004]]]}";31761;637;39;3;95;11
77446;77650;SAVINS;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;134.0;662.0;0.6;48.5115912505, 3.20518344066;"{""type"": ""Polygon"", ""coordinates"": [[[3.207686497836304, 48.49314125077607], [3.199804078067697, 48.49884922072436], [3.190180711649275, 48.49904493337337], [3.187279986801789, 48.5017123390392], [3.193391925136325, 48.50725302586293], [3.184730279053719, 48.51957312338339], [3.195617377376578, 48.52317201281938], [3.194638513103303, 48.52579138855826], [3.218945679679972, 48.52521835434177], [3.222022825195016, 48.522711819738184], [3.219990260190412, 48.503041653335465], [3.207686497836304, 48.49314125077607]]]}";23620;446;10;3;77;11
77198;77760;FROMONT;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;119.0;1065.0;0.2;48.2535112843, 2.50835017332;"{""type"": ""Polygon"", ""coordinates"": [[[2.506191747348858, 48.23853573045284], [2.484178476405585, 48.23897259027192], [2.477608093746712, 48.24413549516397], [2.47677388046868, 48.25082617904526], [2.469090079862157, 48.255281818933256], [2.477184567679299, 48.258323136445625], [2.481766011158764, 48.256939655705835], [2.506060072208, 48.26122757287057], [2.519647351176609, 48.27110899278888], [2.537341645191159, 48.268255300655326], [2.539562830828042, 48.265456703537936], [2.540561512781102, 48.25601301980849], [2.53447561917327, 48.250950485024106], [2.506191747348858, 48.23853573045284]]]}";26180;198;03;4;77;11
91377;91300;MASSY;ESSONNE;ILE-DE-FRANCE;Chef-lieu canton;81.0;940.0;40.5;48.7277896426, 2.27513131903;"{""type"": ""Polygon"", ""coordinates"": [[[2.293929238042677, 48.71212785468337], [2.266836157460963, 48.71827873915958], [2.250559875712411, 48.726209873815364], [2.235449123822614, 48.727562170130774], [2.240999779632666, 48.732931410460424], [2.238024349288764, 48.735565859837095], [2.274517407535147, 48.74072222671912], [2.278410604749655, 48.734539597601014], [2.283447334616667, 48.734129205733595], [2.302100550323498, 48.73940257023005], [2.303837317833271, 48.72949174787578], [2.301738756650032, 48.71967536970686], [2.293929238042677, 48.71212785468337]]]}";27462;377;98;3;91;11
77009;77890;ARVILLE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;103.0;1140.0;0.1;48.1812755865, 2.55657978;"{""type"": ""Polygon"", ""coordinates"": [[[2.595699642521367, 48.171219801757616], [2.575894271199272, 48.16666918570969], [2.554691673490297, 48.16712199720707], [2.535763501087183, 48.171989115043694], [2.53299072486898, 48.18890378158212], [2.520295858365277, 48.19391884359841], [2.52281846272277, 48.19772626384012], [2.568737488261549, 48.193133879732066], [2.575878169176843, 48.18877766457907], [2.58615809136305, 48.17344528781143], [2.595699642521367, 48.171219801757616]]]}";30244;009;04;4;77;11
78442;78640;NEAUPHLE-LE-CHATEAU;YVELINES;ILE-DE-FRANCE;Commune simple;156.0;220.0;3.0;48.8130997421, 1.90470412718;"{""type"": ""Polygon"", ""coordinates"": [[[1.914910943479307, 48.802631449947846], [1.898492103808992, 48.80962289401545], [1.893691576263476, 48.80867012254765], [1.88895798200323, 48.80905795650232], [1.901268931614907, 48.821961792362664], [1.913066136329243, 48.81993795131864], [1.914910943479307, 48.802631449947846]]]}";20221;442;15;2;78;11
77191;77370;FONTENAILLES;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;114.0;2745.0;1.1;48.5324483364, 2.92730889492;"{""type"": ""Polygon"", ""coordinates"": [[[2.913260099277887, 48.49165385737528], [2.899936991687075, 48.501673863553776], [2.901772132598621, 48.504796972300326], [2.911298745430428, 48.50702644797234], [2.913739294255895, 48.51301048534385], [2.893754941051109, 48.51296731261011], [2.883704540962379, 48.51478405587306], [2.88089836467138, 48.52820297127044], [2.88641152364255, 48.53401959150272], [2.905462233504422, 48.537976367251694], [2.902578410749005, 48.54446888341721], [2.913201962303148, 48.55135872987469], [2.93610725420656, 48.557022433753865], [2.939674455405102, 48.565929819627414], [2.954094312848987, 48.56685379249095], [2.958354684259102, 48.56109826660775], [2.97127140658769, 48.55807060717957], [2.96371493632485, 48.531108733396586], [2.947985168242415, 48.522377036011164], [2.933608372527517, 48.51857365892107], [2.927303007455925, 48.50537307940349], [2.928891381685554, 48.502072547537686], [2.939085907273534, 48.50091773896938], [2.920304259082104, 48.49632769698115], [2.913260099277887, 48.49165385737528]]]}";13383;191;22;2;77;11
78072;78200;BOINVILLIERS;YVELINES;ILE-DE-FRANCE;Commune simple;125.0;360.0;0.3;48.9204900199, 1.66289347528;"{""type"": ""Polygon"", ""coordinates"": [[[1.662852730924198, 48.90376635080929], [1.65836193447748, 48.907556612137626], [1.655146348908742, 48.91266516190731], [1.645334772309478, 48.92159361350931], [1.657791058791142, 48.92651859098601], [1.660186183674842, 48.93262527638241], [1.673836359984268, 48.933181835982396], [1.676444670242689, 48.922948647791884], [1.666605004512623, 48.91227160542063], [1.667183098127122, 48.90621604264064], [1.662852730924198, 48.90376635080929]]]}";35708;072;07;1;78;11
95611;95810;THEUVILLE;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;104.0;500.0;0.0;49.1567965357, 2.0691663538;"{""type"": ""Polygon"", ""coordinates"": [[[2.06738791145883, 49.14336268427382], [2.0585465456801, 49.153247288888146], [2.049501022419505, 49.156143341079606], [2.04924248261183, 49.16275887944943], [2.073413893321274, 49.16965474666309], [2.075710738866396, 49.16389107250973], [2.087381672230862, 49.16059940796742], [2.08549562904522, 49.15250195905794], [2.085309258689889, 49.149083846731685], [2.06738791145883, 49.14336268427382]]]}";28475;611;17;3;95;11
77182;77320;LA FERTE-GAUCHER;SEINE-ET-MARNE;ILE-DE-FRANCE;Chef-lieu canton;150.0;1739.0;4.3;48.7881786696, 3.30423031275;"{""type"": ""Polygon"", ""coordinates"": [[[3.280191298012633, 48.75430806417845], [3.276243898279355, 48.75635891448977], [3.278962341081741, 48.766147088033904], [3.277834749621298, 48.77668162488831], [3.291703091331475, 48.79159634742153], [3.303300194153566, 48.814960099828085], [3.300887428648432, 48.82163044057867], [3.290821800913565, 48.823966684408504], [3.293061714089588, 48.82748667586822], [3.308058057091326, 48.82735905238345], [3.313726242125991, 48.82311735717717], [3.328586154330093, 48.823158391019], [3.323662743414125, 48.817721711226], [3.32999615190058, 48.81352236775401], [3.328384105239303, 48.81054091615143], [3.319537349313622, 48.802344660461785], [3.329374155907432, 48.79481717036795], [3.313374366783327, 48.78270054526429], [3.318960322235923, 48.77700162248335], [3.317693190943349, 48.75662460037964], [3.29320843623415, 48.75911562017309], [3.280191298012633, 48.75430806417845]]]}";7152;182;11;3;77;11
95169;95450;COMMENY;VAL-D'OISE;ILE-DE-FRANCE;Commune simple;109.0;476.0;0.4;49.126580535, 1.88800469417;"{""type"": ""Polygon"", ""coordinates"": [[[1.898965609764346, 49.114173101288834], [1.886419778535443, 49.116017840988796], [1.881117467607988, 49.118603263711734], [1.881160663072867, 49.12167888780703], [1.865705636450368, 49.13238730905336], [1.866687712946618, 49.13823221982353], [1.874490227012865, 49.139905974690755], [1.882251199605862, 49.137811306960316], [1.89563429752006, 49.12908700182785], [1.914894445054168, 49.12669060317682], [1.907896979881517, 49.12260795563765], [1.908716602157838, 49.11946825425386], [1.898965609764346, 49.114173101288834]]]}";32523;169;27;3;95;11
94041;94200;IVRY-SUR-SEINE;VAL-DE-MARNE;ILE-DE-FRANCE;Chef-lieu canton;44.0;612.0;57.3;48.8128063812, 2.38778023612;"{""type"": ""Polygon"", ""coordinates"": [[[2.408884699862504, 48.80846927587409], [2.393537267288675, 48.80039683203257], [2.375654120395511, 48.805548213574156], [2.371166069641996, 48.80398672988867], [2.367222958711972, 48.8080311661678], [2.364207015719044, 48.81639743914582], [2.390069237832736, 48.82569680951253], [2.409363681821797, 48.816674002076496], [2.408884699862504, 48.80846927587409]]]}";30608;041;95;1;94;11
77405;77750;SAINT-CYR-SUR-MORIN;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;136.0;1908.0;1.9;48.9119288243, 3.17472722013;"{""type"": ""Polygon"", ""coordinates"": [[[3.140130511039683, 48.8864713784662], [3.133365601272605, 48.8913622810317], [3.141483999105557, 48.90781891405097], [3.155291514092467, 48.912900720109384], [3.16103849850882, 48.92269520486745], [3.189220870363456, 48.94227589426387], [3.217846915987711, 48.93229947973282], [3.210058941441864, 48.92012831507425], [3.201119831568292, 48.92332707074849], [3.198065858666256, 48.9204814711266], [3.189083856031345, 48.900828744467326], [3.193384475746452, 48.89452684715645], [3.187937688125885, 48.889391553622175], [3.167709510117788, 48.89244322434417], [3.160575056543736, 48.88748889196821], [3.140130511039683, 48.8864713784662]]]}";2789;405;26;3;77;11
77343;77440;OCQUERRE;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;98.0;1014.0;0.4;49.0335795596, 3.06016213237;"{""type"": ""Polygon"", ""coordinates"": [[[3.062842908992436, 49.01500280659411], [3.052414670578373, 49.01727376710113], [3.034303791970236, 49.022144899512256], [3.029614953653894, 49.023476937581165], [3.031271255187931, 49.02665062474585], [3.046081892516143, 49.02919052827733], [3.052349593155439, 49.03408846301161], [3.037558816693536, 49.04245627276695], [3.038327214530292, 49.04577394565766], [3.059823904837076, 49.05248188803234], [3.058520340826142, 49.06112339317534], [3.070761315820677, 49.05751121160216], [3.075912284369979, 49.05272456340781], [3.069175106055015, 49.04789115606773], [3.070470607641826, 49.03486147701459], [3.072121063162963, 49.031767339663745], [3.081731887381006, 49.03012468305932], [3.087288293958569, 49.02472569903981], [3.085090378955719, 49.01847794860544], [3.062842908992436, 49.01500280659411]]]}";7262;343;15;1;77;11
91186;91680;COURSON-MONTELOUP;ESSONNE;ILE-DE-FRANCE;Commune simple;94.0;377.0;0.6;48.5982232022, 2.14130817077;"{""type"": ""Polygon"", ""coordinates"": [[[2.146352572302603, 48.58710836281826], [2.128843696121456, 48.59302667964124], [2.118745014256137, 48.59196280225497], [2.122410176685519, 48.59740534635616], [2.130707682252728, 48.60001202447851], [2.130086862880687, 48.603093024321126], [2.14258496221274, 48.6068719215847], [2.14241192545426, 48.60998317440353], [2.15107865406085, 48.60840807214105], [2.158388329300767, 48.60008499236654], [2.146352572302603, 48.58710836281826]]]}";23294;186;13;3;91;11
78234;78200;FLACOURT;YVELINES;ILE-DE-FRANCE;Commune simple;131.0;434.0;0.1;48.9323338229, 1.64260422917;"{""type"": ""Polygon"", ""coordinates"": [[[1.645334772309478, 48.92159361350931], [1.6182935704339, 48.93307595303148], [1.62916913289144, 48.94100756157239], [1.648555720429354, 48.936829731473246], [1.656616023157106, 48.93978039303795], [1.665150680486089, 48.940775130832996], [1.660186183674842, 48.93262527638241], [1.657791058791142, 48.92651859098601], [1.645334772309478, 48.92159361350931]]]}";22533;234;07;1;78;11
93072;93240;STAINS;SEINE-SAINT-DENIS;ILE-DE-FRANCE;Chef-lieu canton;43.0;539.0;34.0;48.9567775699, 2.3854495629;"{""type"": ""Polygon"", ""coordinates"": [[[2.398505186647701, 48.948092313616065], [2.38532759042837, 48.944815063467125], [2.371480941097726, 48.94733317760519], [2.366558073291169, 48.95693846080247], [2.373242159103912, 48.962063422251724], [2.375935938691643, 48.97202326256467], [2.382446557853493, 48.97129259603718], [2.407383751620951, 48.956131020318175], [2.40444829741984, 48.95132338558714], [2.398505186647701, 48.948092313616065]]]}";13497;072;32;3;93;11
75108;75008;PARIS-8E-ARRONDISSEMENT;PARIS;ILE-DE-FRANCE;Chef-lieu canton;39.0;385.0;40.3;48.8725272666, 2.31258256042;"{""type"": ""Polygon"", ""coordinates"": [[[2.320781393695372, 48.86307865626878], [2.301556199832536, 48.86348063063825], [2.295145331385798, 48.87386647602374], [2.301813412942564, 48.878869911069266], [2.327115254528243, 48.883484486689106], [2.325754809597834, 48.8695460950733], [2.320781393695372, 48.86307865626878]]]}";9859;108;22;1;75;11
77006;77630;ARBONNE-LA-FORET;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;76.0;1504.0;1.0;48.4103383904, 2.5610975271;"{""type"": ""Polygon"", ""coordinates"": [[[2.574932555989982, 48.38478456476369], [2.549392243042929, 48.395702344726026], [2.547059833704172, 48.401424399461895], [2.517310537731095, 48.42768530240661], [2.546189248855287, 48.4240207128767], [2.546363496983449, 48.42732312556827], [2.56585269736354, 48.42772891511522], [2.575867382734438, 48.421278609350345], [2.595042040216573, 48.41838573516181], [2.574932555989982, 48.38478456476369]]]}";19888;006;32;2;77;11
77264;77540;LUMIGNY-NESLES-ORMEAUX;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;109.0;3636.0;1.5;48.719582466, 2.95371291045;"{""type"": ""Polygon"", ""coordinates"": [[[2.946693939589045, 48.686933886838354], [2.931462754215241, 48.68908479516647], [2.91462321705322, 48.70199000509386], [2.917663278263519, 48.70438465857326], [2.905316200771002, 48.70886370280857], [2.922851028224453, 48.72503911653203], [2.912373017825022, 48.73112997271718], [2.912750464130377, 48.74121271291546], [2.927070380345019, 48.75063913326958], [2.94110318834871, 48.75385775191176], [2.937196712095407, 48.75609527238883], [2.936771371335023, 48.75911703185715], [2.941068857972915, 48.76017152575769], [2.950345521453051, 48.761273007664535], [2.953914920711718, 48.755428343124244], [2.967779966211775, 48.74869635218447], [2.969367618060623, 48.73169785839474], [2.999197877033133, 48.728014159061416], [3.003398737182201, 48.7266469900686], [3.009581824037699, 48.712390700123976], [2.977488975728916, 48.68996583803281], [2.968497039501726, 48.68730142098655], [2.955954725162537, 48.691596831035085], [2.946364540741624, 48.69021674325029], [2.946693939589045, 48.686933886838354]]]}";11293;264;27;3;77;11
77214;77410;GRESSY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;62.0;335.0;0.9;48.9650099729, 2.66440376724;"{""type"": ""Polygon"", ""coordinates"": [[[2.653194165163208, 48.955619189511786], [2.650281677509938, 48.96433340148263], [2.660825327166078, 48.97475885201799], [2.672180115173003, 48.976391051931046], [2.676856892795135, 48.966808921559874], [2.674584928304008, 48.956659330682626], [2.653194165163208, 48.955619189511786]]]}";6850;214;37;1;77;11
78050;78490;BAZOCHES-SUR-GUYONNE;YVELINES;ILE-DE-FRANCE;Commune simple;110.0;563.0;0.6;48.7738475764, 1.85242453244;"{""type"": ""Polygon"", ""coordinates"": [[[1.858964194445604, 48.75960125490931], [1.848403460939434, 48.766533905446444], [1.83904999529397, 48.76433854792333], [1.825292300117957, 48.76804485841118], [1.834318252816466, 48.77576992617393], [1.836037959802222, 48.78103966379059], [1.8560473770771, 48.78095408875882], [1.871169124102305, 48.79917718679189], [1.87262370699577, 48.79865124092132], [1.866002617090788, 48.78569027041826], [1.870019834953439, 48.779324086598024], [1.863228557498298, 48.77057069002367], [1.869040323003764, 48.765489805296134], [1.867333740855388, 48.760112683979564], [1.858964194445604, 48.75960125490931]]]}";18906;050;15;2;78;11
77049;77470;BOUTIGNY;SEINE-ET-MARNE;ILE-DE-FRANCE;Commune simple;132.0;986.0;0.9;48.9127981727, 2.9292515848;"{""type"": ""Polygon"", ""coordinates"": [[[2.904617286875172, 48.89817920912624], [2.904344492309344, 48.89817899155688], [2.896436812529299, 48.91019582587189], [2.905739756775002, 48.91103084236289], [2.906375401451447, 48.91413384215768], [2.914816110852882, 48.91711673515802], [2.916341625827596, 48.92727953467746], [2.924307014017008, 48.93049519612353], [2.939419609802634, 48.92704162982661], [2.946184064648212, 48.91830398358338], [2.964894311902839, 48.91395844888884], [2.968619750625789, 48.91286236773502], [2.967040431986027, 48.9075921796116], [2.946399752699819, 48.907611700384535], [2.934729478748376, 48.90166165602039], [2.904617286875172, 48.89817920912624]]]}";26042;049;08;1;77;11
91131;91740;CHALOU-MOULINEUX;ESSONNE;ILE-DE-FRANCE;Commune simple;139.0;1075.0;0.4;48.3803154982, 2.02616711579;"{""type"": ""Polygon"", ""coordinates"": [[[2.044188706169026, 48.36073807429244], [2.027992314909953, 48.361182152638264], [2.024726860612255, 48.36981994045935], [2.01593171146473, 48.370044148696515], [2.013989435282622, 48.37640722695187], [2.000443871182819, 48.37851613995135], [1.994794241216754, 48.38367789388496], [2.001713279162818, 48.39560393750238], [2.027657489935222, 48.39683624109019], [2.045567328376062, 48.38447547257947], [2.050594006500692, 48.38511866264328], [2.053451153078944, 48.37572124423829], [2.044188706169026, 48.36073807429244]]]}";21205;131;17;1;91;11
